algo_name,coefficients,depth,done,graph,init_bots,init_locations,priority_nodes,random_string,sim_length,time_periods,use_sim_time,avg_idle,priority_avg_idle,non_priority_avg_idle,max_idle,priority_max_idle,non_priority_max_idle,avg_ratio
through_modified_FHUM,"1, 100, 0, 0",3,False,iitb,3,668685374 3215340464 2055461156,2055461156 668685374 3215340464 -266,through_modified_FHUM_iitb_63_d3_100,20000,196.79764709698915 196.79764709698915 196.79764709698915 196.79764709698915,True,470.3915,155.9174375,533.2863125,12839.0,756.0,12839.0,4.123262153229702
through_modified_FHUM,"1, 100, 0, 0",5,False,iitb,2,1990860598 667357419,667357361 667357419 667357387 668685374 1990860598,through_modified_FHUM_iitb_30_d5_100,20000,135.56853493932363 135.56853493932363 135.56853493932363 135.56853493932363 135.56853493932363,True,658.8317538507702,187.41812362472493,782.8879723313083,11328.0,829.0,11328.0,4.669124445903098
through_modified_FHUM,"1, 100, 0, 0",0,False,grid_5_5,3,24 8 22,24 3 22 8,through_modified_FHUM_grid_5_5_39_d0_100,20000,80.0 80.0 80.0 80.0,True,211.7541042947853,71.64938003099844,238.44071844026848,4392.0,328.0,4392.0,4.045370930486506
through_modified_FHUM,"1, 100, 0, 0",3,False,cair,3,1563324353 1563324349 1563324344,1563324353 1154147728 1563324344 1563324349 414035791 1563324336,through_modified_FHUM_cair_95_d3_100,20000,33.2339870772105 33.2339870772105 33.2339870772105 33.2339870772105 33.2339870772105 33.2339870772105,True,450.37969536379694,102.41140885911408,624.3638386161384,10730.0,440.0,10730.0,6.273987859869544
through_modified_FHUM,"1, 100, 0, 0",0,False,cair,3,1563324357 cluster_1563324010_1563324356 1563324324,1563324357 1563324324 1563324327 cluster_1563324010_1563324356,through_modified_FHUM_cair_51_d0_100,20000,42.781199233777045 42.781199233777045 42.781199233777045 42.781199233777045,True,411.6052475154021,83.63913054347283,505.3098523645247,11050.0,368.0,11050.0,6.608657047376447
through_modified_FHUM,"1, 100, 0, 0",5,False,iitb,2,667357415 667357419,667357415 -222 -282 668620103 667357419,through_modified_FHUM_iitb_66_d5_100,20000,243.85355312285273 243.85355312285273 243.85355312285273 243.85355312285273 243.85355312285273,True,894.1976603654065,132.92310462092416,1094.5330697718491,19995.0,647.0,19995.0,9.411851445981624
through_modified_FHUM,"1, 100, 0, 0",3,False,grid_5_5,2,11 1,7 15 1 19 11,through_modified_FHUM_grid_5_5_42_d3_100,20000,60.0 60.0 60.0 60.0 60.0,True,195.62898544927248,113.41711085554276,216.18195409770485,4187.0,511.0,4187.0,2.0825042197619426
through_modified_FHUM,"1, 100, 0, 0",0,False,grid_5_5,4,20 23 16 15,22 20 16 15 23 3,through_modified_FHUM_grid_5_5_12_d0_100,20000,60.0 60.0 60.0 60.0 60.0 60.0,True,119.600054,61.64265,137.90239210526315,1633.0,325.0,1633.0,2.5841866484736227
through_modified_FHUM,"1, 100, 0, 0",5,False,grid_5_5,4,20 23 16 15,22 20 16 15 23 3,through_modified_FHUM_grid_5_5_12_d5_100,20000,60.0 60.0 60.0 60.0 60.0 60.0,True,116.98371955793372,60.54058942174659,134.8078659167296,2437.0,353.0,2437.0,2.5348864303620062
through_modified_FHUM,"1, 100, 0, 0",3,False,cair,3,1563324327 1563324343 1563324353,1563324343 1563324327 1563324336 1154147727 1563324353 cluster_1563324333_1563324337,through_modified_FHUM_cair_23_d3_100,20000,33.2339870772105 33.2339870772105 33.2339870772105 33.2339870772105 33.2339870772105 33.2339870772105,True,534.6473277777778,110.85621666666664,746.5428833333333,12993.0,460.0,12993.0,6.581185190616005
through_modified_FHUM,"1, 100, 0, 0",0,False,grid_5_5,1,5,5 1 18 13,through_modified_FHUM_grid_5_5_1_d0_100,20000,60.0 60.0 60.0 60.0,True,646.5145234523453,120.0862211221122,746.7865810390563,16053.0,456.0,16053.0,6.759320799478367
through_modified_FHUM,"1, 100, 0, 0",5,False,iitb,3,667357419 1990860598 667357361,667357361 667357419 667357387 668685374 1990860598,through_modified_FHUM_iitb_31_d5_100,20000,135.56853493932363 135.56853493932363 135.56853493932363 135.56853493932363 135.56853493932363,True,484.68900320016,146.4474523726186,573.6999376284604,9231.0,788.0,9231.0,4.574108016291066
through_modified_FHUM,"1, 100, 0, 0",3,False,cair,2,1563324344 1563324353,1563324353 1154147728 1563324344 1563324349 414035791 1563324336,through_modified_FHUM_cair_94_d3_100,20000,33.2339870772105 33.2339870772105 33.2339870772105 33.2339870772105 33.2339870772105 33.2339870772105,True,614.1796996576408,114.46646158463383,864.0363186941443,15603.0,447.0,15603.0,7.687339652513973
through_modified_FHUM,"1, 100, 0, 0",5,False,cair,2,1563324324 414035791,1563324353 1563324324 1563324336 414035791 cluster_1563324004_1563324334,through_modified_FHUM_cair_54_d5_100,20000,48.02789561393829 48.02789561393829 48.02789561393829 48.02789561393829 48.02789561393829,True,681.7432153097285,67.88153630726146,917.8438610799082,9881.0,319.0,9881.0,15.249649307745186
through_modified_FHUM,"1, 100, 0, 0",0,False,iitb,4,4369058864 -266 5366445083 3215340463,4369058864 5366445083 3215340463 667357382 -266,through_modified_FHUM_iitb_104_d0_100,20000,193.01923579533718 193.01923579533718 193.01923579533718 193.01923579533718 193.01923579533718,True,348.0011046085101,86.09482793117249,416.9238089972831,5657.0,551.0,5657.0,5.670316125923082
through_modified_FHUM,"1, 100, 0, 0",3,False,iitb,3,-282 668620103 667357415,667357415 -222 -282 668620103 667357419,through_modified_FHUM_iitb_67_d3_100,20000,243.85355312285273 243.85355312285273 243.85355312285273 243.85355312285273 243.85355312285273,True,471.8553068200768,120.09171585792896,564.4246728627471,12243.0,591.0,12243.0,5.703426889841539
through_modified_FHUM,"1, 100, 0, 0",0,False,cair,3,1563324336 cluster_1563324004_1563324334 1563324324,1563324353 1563324324 1563324336 414035791 cluster_1563324004_1563324334,through_modified_FHUM_cair_55_d0_100,20000,48.02789561393829 48.02789561393829 48.02789561393829 48.02789561393829 48.02789561393829,True,597.4434166152752,42.82047102355118,810.7599341505537,6896.0,339.0,6896.0,22.2242026866376
through_modified_FHUM,"1, 100, 0, 0",5,False,grid_5_5,4,4 2 17 22,4 17 2 22,through_modified_FHUM_grid_5_5_76_d5_100,20000,60.0 60.0 60.0 60.0,True,85.85004099590041,57.08079192080792,91.3298979625847,560.0,369.0,560.0,1.950975812557012
through_modified_FHUM,"1, 100, 0, 0",3,False,grid_5_5,1,17,4 17 2 22,through_modified_FHUM_grid_5_5_73_d3_100,20000,60.0 60.0 60.0 60.0,True,341.1908584570772,150.60858207089646,377.49224443539725,1793.0,522.0,1793.0,2.667586659879874
through_modified_FHUM,"1, 100, 0, 0",0,False,iitb,1,667357401,3215340463 cluster_-172_5366445082 667357401 1990860598 -222 667357361,through_modified_FHUM_iitb_69_d0_100,20000,98.51793043494999 98.51793043494999 98.51793043494999 98.51793043494999 98.51793043494999 98.51793043494999,True,964.5290926528228,343.7624885330665,1171.4512940260752,19984.0,1568.0,19984.0,3.64786064688548
through_modified_FHUM,"1, 100, 0, 0",5,False,grid_5_5,1,6,6 15 24 0 11 17,through_modified_FHUM_grid_5_5_81_d5_100,20000,80.0 80.0 80.0 80.0 80.0 80.0,True,313.6154284856672,189.99768205846547,352.65261156794134,2499.0,768.0,2499.0,1.955506207367448
through_modified_FHUM,"1, 100, 0, 0",3,False,grid_5_5,4,0 2 17 12,17 2 12 0 16,through_modified_FHUM_grid_5_5_8_d3_100,20000,60.0 60.0 60.0 60.0 60.0,True,198.325698,49.12416,235.6260825,4522.0,304.0,4522.0,5.661997921111508
