algo_name,coefficients,depth,done,graph,init_bots,init_locations,priority_nodes,random_string,sim_length,time_periods,use_sim_time,avg_idle,priority_avg_idle,non_priority_avg_idle,max_idle,priority_max_idle,non_priority_max_idle,avg_ratio
through_modified_FHUM,"1, 100, 0, 0",0,False,grid_5_5,1,8,8 15 1 21 2,through_modified_FHUM_grid_5_5_77_d0_100,20000,60.0 60.0 60.0 60.0 60.0,True,397.91481051894806,151.62468753124688,459.4873412658735,2620.0,492.0,2620.0,3.3213290431564886
through_modified_FHUM,"1, 100, 0, 0",5,False,grid_5_5,4,1 15 19 7,7 15 1 19 11,through_modified_FHUM_grid_5_5_44_d5_100,20000,60.0 60.0 60.0 60.0 60.0,True,88.3314908509149,61.21967803219678,95.10944405559444,761.0,342.0,761.0,1.7322632775952678
through_modified_FHUM,"1, 100, 0, 0",3,False,grid_5_5,3,2 21 8,8 15 1 21 2,through_modified_FHUM_grid_5_5_79_d3_100,20000,60.0 60.0 60.0 60.0 60.0,True,159.06865656717164,68.3811209439528,181.7405404729764,1766.0,328.0,1766.0,3.157916267722199
through_modified_FHUM,"1, 100, 0, 0",0,False,cair,4,1563324348 cluster_1563324004_1563324334 1563324327 1563324349,cluster_1563324004_1563324334 1563324327 1563324343 1563324348 1563324324 1563324349,through_modified_FHUM_cair_60_d0_100,20000,39.49620159287936 39.49620159287936 39.49620159287936 39.49620159287936 39.49620159287936 39.49620159287936,True,229.5423395496892,53.14833424995417,317.73934219955675,4805.0,388.0,4805.0,6.773120926901623
through_modified_FHUM,"1, 100, 0, 0",5,False,iitb,2,-266 3215340463,667357412 -282 3215340463 -266 668620103 667357401,through_modified_FHUM_iitb_34_d5_100,20000,257.8755756317111 257.8755756317111 257.8755756317111 257.8755756317111 257.8755756317111 257.8755756317111,True,580.8038916666667,159.80370833333336,721.1372861111112,17500.0,745.0,17500.0,5.37581907569421
through_modified_FHUM,"1, 100, 0, 0",3,False,iitb,3,1990860598 3215340463 -222,3215340463 cluster_-172_5366445082 667357401 1990860598 -222 667357361,through_modified_FHUM_iitb_71_d3_100,20000,98.51793043494999 98.51793043494999 98.51793043494999 98.51793043494999 98.51793043494999 98.51793043494999,True,656.0768334667067,129.4497099129739,831.6192079846176,15709.0,817.0,15709.0,7.317466128555259
through_modified_FHUM,"1, 100, 0, 0",5,False,cair,1,1563324343,1154147728 1563324357 1154147727 cluster_1563324333_1563324337 1563324343,through_modified_FHUM_cair_89_d5_100,20000,35.841137562581316 35.841137562581316 35.841137562581316 35.841137562581316 35.841137562581316,True,401.87831137791113,136.29115557778889,504.0272174548813,5714.0,560.0,5714.0,4.133632657348104
through_modified_FHUM,"1, 100, 0, 0",0,False,iitb,1,668620103,667357412 -282 3215340463 -266 668620103 667357401,through_modified_FHUM_iitb_33_d0_100,20000,257.8755756317111 257.8755756317111 257.8755756317111 257.8755756317111 257.8755756317111 257.8755756317111,True,840.8925586608007,295.74618371496183,1022.60801697608,20001.0,1661.0,20001.0,4.0793970445805705
through_modified_FHUM,"1, 100, 0, 0",3,False,cair,2,cluster_1563324004_1563324334 1563324324,cluster_1563324004_1563324334 1563324327 1563324343 1563324348 1563324324 1563324349,through_modified_FHUM_cair_58_d3_100,20000,39.49620159287936 39.49620159287936 39.49620159287936 39.49620159287936 39.49620159287936 39.49620159287936,True,399.2137451029424,76.97778611319497,560.3317245978161,9123.0,423.0,9123.0,7.854418553963742
through_modified_FHUM,"1, 100, 0, 0",0,False,cair,3,1563324353 1563324349 1563324344,1563324353 1154147728 1563324344 1563324349 414035791 1563324336,through_modified_FHUM_cair_95_d0_100,20000,33.2339870772105 33.2339870772105 33.2339870772105 33.2339870772105 33.2339870772105 33.2339870772105,True,207.3004527777778,96.23940833333332,262.830975,3474.0,403.0,3474.0,2.892272549957656
through_modified_FHUM,"1, 100, 0, 0",5,False,grid_5_5,4,24 22 8 3,24 3 22 8,through_modified_FHUM_grid_5_5_40_d5_100,20000,80.0 80.0 80.0 80.0,True,103.57512924353782,55.020886455677214,112.82355644122556,1578.0,315.0,1578.0,2.4694970531353726
through_modified_FHUM,"1, 100, 0, 0",3,False,grid_5_5,2,22 4,4 17 2 22,through_modified_FHUM_grid_5_5_74_d3_100,20000,60.0 60.0 60.0 60.0,True,188.98313378344588,106.17780695173794,204.7555769894855,1448.0,429.0,1448.0,2.1142809201068946
through_modified_FHUM,"1, 100, 0, 0",0,False,grid_5_5,1,22,22 20 16 15 23 3,through_modified_FHUM_grid_5_5_9_d0_100,20000,60.0 60.0 60.0 60.0 60.0 60.0,True,371.8554158539635,180.13450862715678,432.3988602413762,3708.0,708.0,3708.0,2.589419994479686
through_modified_FHUM,"1, 100, 0, 0",5,False,grid_5_5,3,2 17 4,4 17 2 22,through_modified_FHUM_grid_5_5_75_d5_100,20000,60.0 60.0 60.0 60.0,True,111.69900465162809,70.72605411894163,119.50337618166358,662.0,362.0,662.0,1.989750363945039
through_modified_FHUM,"1, 100, 0, 0",3,False,iitb,1,668620103,667357415 -222 -282 668620103 667357419,through_modified_FHUM_iitb_65_d3_100,20000,243.85355312285273 243.85355312285273 243.85355312285273 243.85355312285273 243.85355312285273,True,1088.0222411177244,242.10810783774323,1310.631223559825,19992.0,1223.0,19992.0,6.100791629301122
through_modified_FHUM,"1, 100, 0, 0",0,False,iitb,2,667357382 3215340463,4369058864 5366445083 3215340463 667357382 -266,through_modified_FHUM_iitb_102_d0_100,20000,193.01923579533718 193.01923579533718 193.01923579533718 193.01923579533718 193.01923579533718,True,547.6878157986893,158.2756416028816,650.1647037449544,5076.0,744.0,5076.0,4.622296068545415
through_modified_FHUM,"1, 100, 0, 0",5,False,iitb,3,667357419 667357382 4369058864,667357419 667357382 4369058864 2055461156,through_modified_FHUM_iitb_27_d5_100,20000,244.0719746939115 244.0719746939115 244.0719746939115 244.0719746939115,True,271.5161653916029,132.85209260463023,299.24897994899743,3756.0,744.0,3756.0,2.669787335462225
through_modified_FHUM,"1, 100, 0, 0",0,False,cair,1,1563324353,1563324353 1154147728 1563324344 1563324349 414035791 1563324336,through_modified_FHUM_cair_93_d0_100,20000,33.2339870772105 33.2339870772105 33.2339870772105 33.2339870772105 33.2339870772105 33.2339870772105,True,342.6601727271211,162.4271078210707,432.7767051801465,5701.0,563.0,5701.0,2.7967497087860185
through_modified_FHUM,"1, 100, 0, 0",5,False,cair,4,1563324343 1563324336 1563324327 cluster_1563324333_1563324337,1563324343 1563324327 1563324336 1154147727 1563324353 cluster_1563324333_1563324337,through_modified_FHUM_cair_24_d5_100,20000,33.2339870772105 33.2339870772105 33.2339870772105 33.2339870772105 33.2339870772105 33.2339870772105,True,223.19429861840243,60.39338866390013,304.5947535956536,5937.0,333.0,5937.0,5.5718420358729945
through_modified_FHUM,"1, 100, 0, 0",3,False,grid_5_5,1,24,24 10 4 12 2 15,through_modified_FHUM_grid_5_5_45_d3_100,20000,40.0 40.0 40.0 40.0 40.0 40.0,True,365.3453352011207,223.682025882196,410.0811170913074,3800.0,884.0,3800.0,1.9657449053407607
through_modified_FHUM,"1, 100, 0, 0",0,False,iitb,2,667357419 2055461156,667357419 667357382 4369058864 2055461156,through_modified_FHUM_iitb_26_d0_100,20000,244.0719746939115 244.0719746939115 244.0719746939115 244.0719746939115,True,317.4550494562316,198.45316253002403,341.2554268414732,3675.0,658.0,3675.0,1.9198690885772631
through_modified_FHUM,"1, 100, 0, 0",5,False,iitb,3,-222 cluster_-172_5366445082 5882320075,5882320075 cluster_-172_5366445082 5366445083 -222,through_modified_FHUM_iitb_99_d5_100,20000,188.35095049039631 188.35095049039631 188.35095049039631 188.35095049039631,True,783.8786191119112,110.05021752175216,918.644299429943,5927.0,775.0,5927.0,11.198816125325068
through_modified_FHUM,"1, 100, 0, 0",3,False,iitb,4,5366445083 5882320075 -222 cluster_-172_5366445082,5882320075 cluster_-172_5366445082 5366445083 -222,through_modified_FHUM_iitb_100_d3_100,20000,188.35095049039631 188.35095049039631 188.35095049039631 188.35095049039631,True,798.2964526322811,84.01659662814548,941.1524238331084,8122.0,633.0,8122.0,14.634011028726462
through_modified_FHUM,"1, 100, 0, 0",3,False,cair,1,1563324357,1563324327 1154147726 1154147727 1563324357,through_modified_FHUM_cair_85_d3_100,20000,42.781199233777045 42.781199233777045 42.781199233777045 42.781199233777045,True,486.324514594138,103.77331282205212,595.6248579575911,10952.0,593.0,10952.0,6.7130546845813726
through_modified_FHUM,"1, 100, 0, 0",5,False,cair,1,1154147728,1563324348 1563324324 1154147728 1563324343,through_modified_FHUM_cair_13_d5_100,20000,34.56569063918679 34.56569063918679 34.56569063918679 34.56569063918679,True,543.2456099417251,136.1242062896855,659.5660109851651,5732.0,468.0,5732.0,5.112459601261638
through_modified_FHUM,"1, 100, 0, 0",0,False,grid_5_5,3,15 22 16,22 20 16 15 23 3,through_modified_FHUM_grid_5_5_11_d0_100,20000,60.0 60.0 60.0 60.0 60.0 60.0,True,160.12218800000002,79.58193333333334,185.5559526315789,3067.0,374.0,3067.0,2.671053247557849
through_modified_FHUM,"1, 100, 0, 0",0,False,cair,3,1563324349 1563324324 1563324327,cluster_1563324004_1563324334 1563324327 1563324343 1563324348 1563324324 1563324349,through_modified_FHUM_cair_59_d0_100,20000,39.49620159287936 39.49620159287936 39.49620159287936 39.49620159287936 39.49620159287936 39.49620159287936,True,249.7227249497272,65.48798453487984,341.840095157151,4833.0,412.0,4833.0,5.820045464056001
through_modified_FHUM,"1, 100, 0, 0",5,False,iitb,3,667357382 3215340463 -266,4369058864 5366445083 3215340463 667357382 -266,through_modified_FHUM_iitb_103_d5_100,20000,193.01923579533718 193.01923579533718 193.01923579533718 193.01923579533718 193.01923579533718,True,607.0780827913957,100.71921960980492,740.3304152076038,13045.0,522.0,13045.0,8.407618979267784
through_modified_FHUM,"1, 100, 0, 0",3,False,grid_5_5,4,1 15 19 7,7 15 1 19 11,through_modified_FHUM_grid_5_5_44_d3_100,20000,60.0 60.0 60.0 60.0 60.0,True,98.2047215278472,70.22705729427057,105.19913758624138,1289.0,381.0,1289.0,1.700621106934346
through_modified_FHUM,"1, 100, 0, 0",0,False,grid_5_5,4,5 13 18 1,5 1 18 13,through_modified_FHUM_grid_5_5_4_d0_100,20000,60.0 60.0 60.0 60.0,True,191.62329283535823,42.72265136743163,219.98531978162995,3211.0,246.0,3211.0,6.35619182026494
through_modified_FHUM,"1, 100, 0, 0",5,False,iitb,4,3215340464 668685374 2055461156 -266,2055461156 668685374 3215340464 -266,through_modified_FHUM_iitb_64_d5_100,20000,196.79764709698915 196.79764709698915 196.79764709698915 196.79764709698915,True,398.04226452354766,112.6298620137986,455.12474502549736,10927.0,632.0,10927.0,5.128861417766574
through_modified_FHUM,"1, 100, 0, 0",3,False,grid_5_5,3,1 18 5,5 1 18 13,through_modified_FHUM_grid_5_5_3_d3_100,20000,60.0 60.0 60.0 60.0,True,162.24996399999998,60.7235125,181.58833571428573,1722.0,327.0,1722.0,3.730919793667232
