algo_name,done,graph,init_bots,init_locations,parameters,priority_nodes,random_string,sim_length,use_sim_time,avg_idle,priority_avg_idle,non_priority_avg_idle,max_idle,priority_max_idle,non_priority_max_idle,avg_ratio
latency_walks,False,iitb,1,5366445083,2,5882320075 cluster_-172_5366445082 5366445083 -222,latency_walks_2_107,20000,True,685.2799824184249,427.6687706229377,736.8022247775223,2741.0,2086.0,2741.0,2.3290799662102164
latency_walks,False,cair,2,cluster_1563324004_1563324334 1563324324,2,cluster_1563324004_1563324334 1563324327 1563324343 1563324348 1563324324 1563324349,latency_walks_2_3,20000,True,132.26721177568845,71.97814562912582,162.4117448489698,627.0,215.0,627.0,2.3393451529086304
latency_walks,False,cair,4,1563324357 cluster_1563324010_1563324356 1563324324 1563324327,2,1563324357 1563324324 1563324327 cluster_1563324010_1563324356,latency_walks_2_14,20000,True,72.61828536463508,51.56850906886273,78.63250716342719,351.0,190.0,351.0,1.8338067274150505
latency_walks,False,grid_5_5,4,5 13 18 1,2,5 1 18 13,latency_walks_2_42,20000,True,111.861906,63.8773375,121.0018238095238,790.0,195.0,790.0,2.187495912485193
latency_walks,False,grid_5_5,4,24 22 8 3,2,24 3 22 8,latency_walks_2_40,20000,True,119.95753538384596,62.3444736184046,130.9314519105967,702.0,195.0,702.0,2.442598499478318
latency_walks,False,iitb,1,668685374,2,2055461156 668685374 3215340464 -266,latency_walks_2_96,20000,True,510.3237452414346,546.2342591664997,503.1416424564216,2395.0,1797.0,2395.0,1.0098505864073783
latency_walks,False,cair,4,1563324343 1154147728 1154147727 1563324357,2,1154147728 1563324357 1154147727 cluster_1563324333_1563324337 1563324343,latency_walks_2_79,20000,True,65.21699567303381,59.78256658595642,67.30716070652512,372.0,200.0,372.0,1.2929391200896003
latency_walks,False,cair,3,1563324357 cluster_1563324010_1563324356 1563324324,2,1563324357 1563324324 1563324327 cluster_1563324010_1563324356,latency_walks_2_39,20000,True,82.4833285125256,67.51990710019908,86.7585917731903,402.0,198.0,402.0,1.4129657257561503
latency_walks,False,cair,2,1563324344 1563324353,2,1563324353 1154147728 1563324344 1563324349 414035791 1563324336,latency_walks_2_62,20000,True,113.8249320731443,107.82782417362604,116.82348602290344,571.0,280.0,571.0,1.1143919878800688
latency_walks,False,grid_5_5,2,2 0,2,17 2 12 0 16,latency_walks_2_36,20000,True,219.7024917508249,70.13658634136587,257.0939681031897,1261.0,174.0,1261.0,3.937813970514028
latency_walks,False,cair,2,1154147727 cluster_1563324333_1563324337,2,1563324343 1563324327 1563324336 1154147727 1563324353 cluster_1563324333_1563324337,latency_walks_2_28,20000,True,112.21883089468832,100.66778322167784,117.99435473119355,536.0,248.0,536.0,1.2736096017840783
latency_walks,False,iitb,3,1990860598 3215340463 -222,2,3215340463 cluster_-172_5366445082 667357401 1990860598 -222 667357361,latency_walks_2_52,20000,True,240.97100480024,180.52090104505223,261.1210393853026,1555.0,623.0,1555.0,1.6627075435163758
latency_walks,False,cair,1,1154147728,2,1563324348 1563324324 1154147728 1563324343,latency_walks_2_95,20000,True,239.03267810400305,161.0984219476817,261.2996084343806,998.0,528.0,998.0,1.735994639845766
latency_walks,False,iitb,1,667357382,2,667357419 667357382 4369058864 2055461156,latency_walks_2_44,20000,True,619.2943298797069,515.6098027929326,640.0312352970618,2943.0,1521.0,2943.0,1.3883612740811633
latency_walks,False,grid_5_5,3,11 19 7,2,7 15 1 19 11,latency_walks_2_23,20000,True,127.7387301269873,87.83607639236077,137.71439356064394,853.0,270.0,853.0,1.691113928409875
latency_walks,False,grid_5_5,4,20 23 16 15,2,22 20 16 15 23 3,latency_walks_2_29,20000,True,98.5538090713607,82.26808187894852,103.69667029001718,716.0,332.0,716.0,1.494534542170089
latency_walks,False,iitb,4,667357382 4369058864 667357419 2055461156,2,667357419 667357382 4369058864 2055461156,latency_walks_2_67,20000,True,201.7420766871677,161.05550277513876,209.87939146957348,1456.0,557.0,1456.0,1.4336048214637644
latency_walks,False,grid_5_5,4,21 1 8 15,2,8 15 1 21 2,latency_walks_2_15,20000,True,112.82747474747474,71.44713471347134,123.1725597559756,727.0,228.0,727.0,1.9578953301157445
latency_walks,False,iitb,4,-266 667357387 4369058864 667357409,2,-266 4369058864 667357382 -282 667357387 667357409,latency_walks_2_104,20000,True,188.6164078390184,104.54371311393416,216.6406394140464,1156.0,437.0,1156.0,2.477439087247963
latency_walks,False,cair,1,1563324353,2,1563324353 1154147728 1563324344 1563324349 414035791 1563324336,latency_walks_2_89,20000,True,250.38517703540708,266.3933870107355,242.3810720477429,1095.0,964.0,1095.0,0.9685162257605656
latency_walks,False,iitb,4,cluster_-172_5366445082 667357361 -222 667357401,2,3215340463 cluster_-172_5366445082 667357401 1990860598 -222 667357361,latency_walks_2_21,20000,True,209.1730395833333,158.594675,226.0324944444444,1142.0,656.0,1142.0,1.6453304323242033
latency_walks,False,cair,3,1563324343 1563324324 1563324348,2,1563324348 1563324324 1154147728 1563324343,latency_walks_2_37,20000,True,82.61857425368574,63.69264323567644,88.02598311597411,423.0,224.0,423.0,1.5147585760658475
latency_walks,False,iitb,3,-282 668620103 667357415,2,667357415 -222 -282 668620103 667357419,latency_walks_2_75,20000,True,233.0884106705336,134.84163208160408,258.94282608867286,1475.0,502.0,1475.0,2.369616498227757
latency_walks,False,grid_5_5,4,24 15 11 6,2,6 15 24 0 11 17,latency_walks_2_94,20000,True,100.90600339966004,75.45362130453623,108.94359774548862,672.0,259.0,672.0,1.589540558345118
latency_walks,False,grid_5_5,3,24 8 22,2,24 3 22 8,latency_walks_2_27,20000,True,124.80655065506552,90.11678667866786,131.4141247458079,743.0,304.0,743.0,1.6338927219004027
latency_walks,False,iitb,1,667357401,2,3215340463 cluster_-172_5366445082 667357401 1990860598 -222 667357361,latency_walks_2_54,20000,True,624.2073146851981,569.0710595607106,642.5860663933606,3481.0,2564.0,3481.0,1.2403708144082692
latency_walks,False,cair,4,1563324348 1563324343 1154147728 1563324324,2,1563324348 1563324324 1154147728 1563324343,latency_walks_2_48,20000,True,72.84017812001711,50.43359667983399,79.242058531498,356.0,226.0,356.0,1.8338423500819163
latency_walks,False,cair,4,1563324349 1563324327 1563324011 1563324344,2,1563324327 cluster_1563324004_1563324334 1563324349 1563324344 1563324011,latency_walks_2_91,20000,True,65.1124973608472,44.84206420642064,72.9088178048574,322.0,180.0,322.0,1.827521462387348
latency_walks,False,cair,3,1563324353 1563324349 1563324344,2,1563324353 1154147728 1563324344 1563324349 414035791 1563324336,latency_walks_2_103,20000,True,87.14481607394815,72.38317001633172,94.5256391027564,512.0,272.0,512.0,1.3807393940352828
latency_walks,False,iitb,4,1990860598 667357387 667357361 667357419,2,667357361 667357419 667357387 668685374 1990860598,latency_walks_2_11,20000,True,156.18442588796103,126.63494174708735,163.96060592503312,1303.0,498.0,1303.0,1.461492643763869
latency_walks,False,cair,4,1563324348 cluster_1563324004_1563324334 1563324327 1563324349,2,cluster_1563324004_1563324334 1563324327 1563324343 1563324348 1563324324 1563324349,latency_walks_2_10,20000,True,79.38807483718966,49.47061078882443,94.34680686137229,515.0,231.0,515.0,2.0788964167447355
latency_walks,False,iitb,3,668685374 3215340464 2055461156,2,2055461156 668685374 3215340464 -266,latency_walks_2_90,20000,True,173.340751025718,174.9060967677374,173.0276818773141,1263.0,462.0,1263.0,1.0422387560947837
latency_walks,False,grid_5_5,4,4 2 10 15,2,24 10 4 12 2 15,latency_walks_2_63,20000,True,98.4993649682484,76.86088471090223,105.33256926004196,724.0,359.0,724.0,1.500396146143106
latency_walks,False,iitb,2,-266 3215340463,2,667357412 -282 3215340463 -266 668620103 667357401,latency_walks_2_64,20000,True,342.0761037196352,112.28343253472048,418.67366078127344,1894.0,415.0,1894.0,4.166083153553792
latency_walks,False,grid_5_5,3,1 18 5,2,5 1 18 13,latency_walks_2_60,20000,True,134.2803061071375,83.88723553243635,143.87898621660435,916.0,297.0,916.0,1.950096046710856
latency_walks,False,iitb,3,667357419 1990860598 667357361,2,667357361 667357419 667357387 668685374 1990860598,latency_walks_2_105,20000,True,175.965153068881,186.85121304587065,173.1004004433574,1328.0,454.0,1328.0,0.9863004517325694
latency_walks,False,grid_5_5,4,4 2 17 22,2,4 17 2 22,latency_walks_2_4,20000,True,113.45038459614904,54.3390847711928,124.7096798009026,712.0,191.0,712.0,2.644660303748624
latency_walks,False,grid_5_5,2,22 4,2,4 17 2 22,latency_walks_2_101,20000,True,213.572383095774,94.88723430857716,236.17907810285905,1199.0,305.0,1199.0,2.7051171440691646
latency_walks,False,grid_5_5,2,15 12,2,24 10 4 12 2 15,latency_walks_2_32,20000,True,156.95665116279068,135.43635908977245,163.7525328700596,1097.0,395.0,1097.0,1.2674019441856184
latency_walks,False,grid_5_5,2,18 5,2,5 1 18 13,latency_walks_2_6,20000,True,180.39161622730228,84.47876544445,198.6607306621313,1059.0,202.0,1059.0,2.5841301267495056
latency_walks,False,grid_5_5,3,15 22 16,2,22 20 16 15 23 3,latency_walks_2_56,20000,True,110.57983396679336,114.05522771220912,109.48234120508312,715.0,329.0,715.0,1.092393293986918
latency_walks,False,cair,1,1563324011,2,1563324327 cluster_1563324004_1563324334 1563324349 1563324344 1563324011,latency_walks_2_61,20000,True,248.39564823612432,167.96543481522227,279.33034570570203,958.0,649.0,958.0,1.8521367988950013
latency_walks,False,cair,2,1563324324 414035791,2,1563324353 1563324324 1563324336 414035791 cluster_1563324004_1563324334,latency_walks_2_45,20000,True,127.97758996243694,72.45836167233448,149.33113930478405,524.0,257.0,524.0,2.1413285657454013
latency_walks,False,cair,2,cluster_1563324004_1563324334 1563324327,2,1563324327 cluster_1563324004_1563324334 1563324349 1563324344 1563324011,latency_walks_2_85,20000,True,120.4178907061916,66.55909568348922,141.1328118687695,546.0,191.0,546.0,2.2310916215508634
latency_walks,False,grid_5_5,3,2 21 8,2,8 15 1 21 2,latency_walks_2_5,20000,True,115.86130863700424,90.779665794242,122.13171934769478,778.0,264.0,778.0,1.509317903064845
latency_walks,False,cair,3,1563324327 1563324349 cluster_1563324004_1563324334,2,1563324327 cluster_1563324004_1563324334 1563324349 1563324344 1563324011,latency_walks_2_87,20000,True,77.06705336815322,65.70323423061471,81.43775303643724,387.0,215.0,387.0,1.346550577711365
latency_walks,False,grid_5_5,3,17 16 12,2,17 2 12 0 16,latency_walks_2_99,20000,True,127.74005100255012,74.01521076053804,141.17126106305315,750.0,234.0,750.0,2.2013655858343184
latency_walks,False,grid_5_5,1,22,2,22 20 16 15 23 3,latency_walks_2_12,20000,True,350.0990909545477,334.19797656549497,355.12049549845915,1787.0,1332.0,1787.0,1.1610763613690185
latency_walks,False,cair,3,1563324336 cluster_1563324004_1563324334 1563324324,2,1563324353 1563324324 1563324336 414035791 cluster_1563324004_1563324334,latency_walks_2_92,20000,True,71.16271587650864,72.51854370874175,70.64124363334206,299.0,236.0,299.0,1.039479884262808
latency_walks,False,grid_5_5,1,0,2,17 2 12 0 16,latency_walks_2_8,20000,True,313.6444239907959,212.10925916662487,339.02821519683863,1567.0,811.0,1567.0,1.774795895402085
latency_walks,False,iitb,1,668620103,2,667357415 -222 -282 668620103 667357419,latency_walks_2_86,20000,True,553.2673128520481,473.28906109389067,574.314221209458,2354.0,2080.0,2354.0,1.3791493859679806
latency_walks,False,grid_5_5,3,15 17 11,2,6 15 24 0 11 17,latency_walks_2_35,20000,True,106.89604265041888,107.8045527629686,106.60914472014002,637.0,330.0,637.0,1.0312231907021112
latency_walks,False,iitb,3,-222 cluster_-172_5366445082 5882320075,2,5882320075 cluster_-172_5366445082 5366445083 -222,latency_walks_2_46,20000,True,235.8414386017578,78.22658478010707,267.36440936608795,1449.0,253.0,1449.0,3.815801624086871
latency_walks,False,cair,4,1563324336 1563324324 cluster_1563324004_1563324334 414035791,2,1563324353 1563324324 1563324336 414035791 cluster_1563324004_1563324334,latency_walks_2_33,20000,True,67.35829110266496,54.59064812962593,72.2689230153723,363.0,213.0,363.0,1.5615636866880591
latency_walks,False,grid_5_5,1,8,2,8 15 1 21 2,latency_walks_2_53,20000,True,321.3263171585793,267.1437018509255,334.87197098549274,1550.0,842.0,1550.0,1.3928697066384617
latency_walks,False,grid_5_5,1,24,2,24 10 4 12 2 15,latency_walks_2_26,20000,True,335.4785109576704,290.72132159178096,349.6123602311092,1299.0,1104.0,1299.0,1.2932680151050442
latency_walks,False,cair,3,1154147726 1563324357 1154147727,2,1563324327 1154147726 1154147727 1563324357,latency_walks_2_100,20000,True,81.10927518359274,94.5853789621038,77.25895981830388,364.0,269.0,364.0,0.8819106058445875
